# WaniKani - Kanji
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_笛;kanji;笛;flute;;てき;ふえ;onyomi;;19
k_微;kanji;微;delicate;;び;かす.か;onyomi;;28
k_玉;kanji;玉;ball;;ぎょく;たま;kunyomi;;2
k_切;kanji;切;cut;;せつ;き.る;onyomi;;3
k_札;kanji;札;bill, label, note;;さつ;ふだ;onyomi;;7
k_太;kanji;太;fat;;たい;ふと.い;onyomi;;3
k_量;kanji;量;quantity, amount;;りょう;はか.る;onyomi;;24
k_竹;kanji;竹;bamboo;;;たけ;kunyomi;;4
k_寺;kanji;寺;temple;;じ;てら;kunyomi;;15
k_戸;kanji;戸;door;;こ;と;kunyomi;;3
k_貸;kanji;貸;lend;;たい;か;kunyomi;;27
k_婦;kanji;婦;wife;;ふ;None;onyomi;;28
k_逆;kanji;逆;reverse;;ぎゃく;さか.らう;onyomi;;28
k_神;kanji;神;god;;しん;かみ;onyomi;;11
k_少;kanji;少;few, a little;;しょう;すこ.し;onyomi;;3
k_舞;kanji;舞;dance;;ぶ;まい, ま.う;onyomi;;36
k_各;kanji;各;each;;かく;おの;onyomi;;22
k_他;kanji;他;other;;た;ほか;onyomi;;4
k_氷;kanji;氷;ice;;ひょう;こおり;kunyomi;;4
k_肉;kanji;肉;meat;;にく;None;onyomi;;5
k_森;kanji;森;forest, woods;;しん;もり;kunyomi;;8
k_矢;kanji;矢;arrow;;し;や;kunyomi;;3
k_母;kanji;母;mother, mom, mum;;ぼ;はは;kunyomi;;3
k_章;kanji;章;chapter;;しょう;;onyomi;;12
k_皿;kanji;皿;plate, dish;;;さら;kunyomi;;4
k_皮;kanji;皮;skin;;ひ;かわ;kunyomi;;4
k_埼;kanji;埼;cape;;き;さい;kunyomi;;39
k_史;kanji;史;history;;し;None;onyomi;;19
k_飯;kanji;飯;meal, food;;はん;めし;onyomi;;15
k_四;kanji;四;four;;し;よん, よ;kunyomi;;2
k_虫;kanji;虫;insect, bug;;ちゅう, き;むし;kunyomi;;4
k_農;kanji;農;farming, agriculture;;のう;;onyomi;;10
k_休;kanji;休;rest;;きゅう;やす.み;onyomi;;4
k_小;kanji;小;small, little;;しょう;ちい.さい, こ;onyomi;;2
k_手;kanji;手;hand;;しゅ;て;kunyomi;;2
k_資;kanji;資;resources;;し;None;onyomi;;21
k_短;kanji;短;short;;たん;みじか.い;onyomi;;12
k_夏;kanji;夏;summer;;げ, か, が;なつ;kunyomi;;7
k_町;kanji;町;town;;ちょう;まち;onyomi;;4
k_糸;kanji;糸;thread;;し;いと;kunyomi;;4
k_易;kanji;易;easy;;い, えき;やさ.しい;onyomi;;19
k_経;kanji;経;passage of time, pass through, manage;;けい;た.つ, へ.る;onyomi;;20
k_充;kanji;充;allocate;;じゅう;あ.てる, み.たす;onyomi;;39
k_耳;kanji;耳;ear;;じ;みみ;kunyomi;;4
k_例;kanji;例;example;;れい;たと;onyomi;;14
k_不;kanji;不;not;;ふ;;onyomi;;4
k_学;kanji;学;study, learn, learning;;がく;まな.ぶ;onyomi;;5
k_成;kanji;成;become;;せい;な.る;onyomi;;11
k_練;kanji;練;practice;;れん;ね;onyomi;;13
k_万;kanji;万;ten thousand;;まん, ばん;;onyomi;;3
k_若;kanji;若;young;;じゃく;わか, も;kunyomi;;19
k_凍;kanji;凍;frozen;;とう;こお.る, こご.える;onyomi;;28
k_同;kanji;同;same;;どう;おな.じ;onyomi;;5
k_希;kanji;希;wish;;き;まれ;onyomi;;14
k_鳴;kanji;鳴;chirp;;めい;な;kunyomi;;10
k_体;kanji;体;body;;たい;からだ;onyomi;;5
k_声;kanji;声;voice;;せい;こえ;kunyomi;;5
k_湿;kanji;湿;damp;;しつ;しめ.らせる;onyomi;;45
k_協;kanji;協;cooperation;;きょう;None;onyomi;;14
k_西;kanji;西;west;;せい;にし;onyomi;;5
k_目;kanji;目;eye;;もく;め;kunyomi;;2
k_空;kanji;空;sky;;くう;そら, あ, から;onyomi;;5
k_走;kanji;走;run;;そう;はし.る;onyomi;;5
k_亡;kanji;亡;deceased, death;;ぼう;な.く;onyomi;;6
k_収;kanji;収;obtain;;しゅう;おさ.める;onyomi;;23
k_金;kanji;金;gold;;きん;かね;onyomi;;5
k_雨;kanji;雨;rain;;う;あめ, あま;kunyomi;;5
k_谷;kanji;谷;valley;;こく;たに;kunyomi;;5
k_交;kanji;交;mix;;こう;まじ, ま, か;onyomi;;5
k_青;kanji;青;blue;;しょう, せい;あお;onyomi;;5
k_林;kanji;林;forest, woods;;りん;はやし;kunyomi;;5
k_第;kanji;第;ordinal number prefix, ordinal prefix, number;;だい;;onyomi;;12
k_安;kanji;安;relax, cheap;;あん;やす.い;onyomi;;6
k_入;kanji;入;enter;;にゅう;はい.る, い.れる;onyomi;;1
k_判;kanji;判;judge;;はん;None;onyomi;;21
k_括;kanji;括;fasten;;かつ;くく.る;onyomi;;42
k_季;kanji;季;seasons;;き;None;onyomi;;14
k_固;kanji;固;hard;;こ;かた.い;onyomi;;14
k_車;kanji;車;car;;しゃ;くるま;onyomi;;4
k_親;kanji;親;parent;;しん;おや, した.しい;onyomi;;10
k_両;kanji;両;both;;りょう;;onyomi;;6
k_乗;kanji;乗;ride;;じょう;の;kunyomi;;9
k_涙;kanji;涙;teardrop;;るい;なみだ;onyomi;;44
k_集;kanji;集;collect, gather;;しゅう;あつ.まる;onyomi;;10
k_九;kanji;九;nine;;く, きゅう;ここの.*;onyomi;;1
k_父;kanji;父;father, dad;;ふ;ちち;kunyomi;;3
k_勧;kanji;勧;recommend;;かん;すす.める;onyomi;;39
k_違;kanji;違;different;;い;ちが;kunyomi;;24
k_回;kanji;回;times, revolve;;かい;まわ.＊;onyomi;;5
k_知;kanji;知;know;;ち;し.る;onyomi;;6
k_明;kanji;明;bright;;めい;あ, あか.るい;onyomi;;6
k_歩;kanji;歩;walk;;ほ;ある.く;onyomi;;6
k_店;kanji;店;shop, store;;てん;みせ;onyomi;;6
k_周;kanji;周;circumference;;しゅう;まわ.り;onyomi;;14
k_暗;kanji;暗;dark;;あん;くら.い, くれ.る;onyomi;;13
k_権;kanji;権;rights;;けん;None;onyomi;;21
k_科;kanji;科;science;;か;;onyomi;;6
k_犠;kanji;犠;sacrifice;;ぎ;None;onyomi;;40
k_味;kanji;味;flavor, taste, flavour;;み;あじ;onyomi;;11
k_南;kanji;南;south;;なん;みなみ;onyomi;;6
k_謝;kanji;謝;apologize, apologise;;しゃ;あやま.る;onyomi;;13
k_椅;kanji;椅;chair;;い;None;onyomi;;46
k_活;kanji;活;lively;;かつ;;onyomi;;6
k_初;kanji;初;first;;しょ;はじ, はつ, そ, ぞ;onyomi;;11
k_海;kanji;海;sea, ocean;;かい;うみ;onyomi;;6
k_赤;kanji;赤;red;;せき;あか;kunyomi;;4
k_孔;kanji;孔;cavity, hole;;こう;あな;onyomi;;46
k_恋;kanji;恋;romance;;れん;こい;onyomi;;17
k_失;kanji;失;fault;;しつ;うしな.う;onyomi;;7
k_整;kanji;整;arrange, organize;;せい;ととの.*;onyomi;;13
k_必;kanji;必;certain;;ひつ;かなら.ず;onyomi;;7
k_久;kanji;久;long time;;きゅう;ひさ;kunyomi;;3
k_翔;kanji;翔;fly;;しょう;かけ;kunyomi;;45
k_末;kanji;末;end;;まつ;すえ;onyomi;;7
k_校;kanji;校;school;;こう;;onyomi;;7
k_般;kanji;般;generally;;はん;None;onyomi;;36
k_裂;kanji;裂;split;;れつ;さ.*;onyomi;;43
k_家;kanji;家;house, home;;か, け;いえ, や, うち;onyomi;;7
k_紙;kanji;紙;paper;;し;かみ;kunyomi;;7
k_擦;kanji;擦;grate;;さつ;こす, す;onyomi;;43
k_対;kanji;対;versus;;たい;;onyomi;;8
k_魚;kanji;魚;fish;;ぎょ;さかな;onyomi;;7
k_理;kanji;理;reason;;り;ことわり;onyomi;;7
k_鳥;kanji;鳥;bird;;ちょう;とり;onyomi;;7
k_船;kanji;船;boat, ship;;せん;ふね;onyomi;;7
k_週;kanji;週;week;;しゅう;;onyomi;;7
k_用;kanji;用;task, use;;よう;もち.いる;onyomi;;3
k_雪;kanji;雪;snow;;せつ;ゆき;kunyomi;;7
k_行;kanji;行;go;;こう, ぎょう;い.く, おこな.う, ゆ.く;onyomi;;5
k_黄;kanji;黄;yellow;;おう;き;kunyomi;;7
k_君;kanji;君;buddy;;くん;きみ;onyomi;;8
k_幻;kanji;幻;illusion;;げん;まぼろし;onyomi;;17
k_投;kanji;投;throw;;とう;な;kunyomi;;8
k_杯;kanji;杯;cup of liquid, counter for cups;;はい;None;onyomi;;29
k_役;kanji;役;service, duty;;やく;;onyomi;;8
k_布;kanji;布;cloth;;ふ;ぬの;onyomi;;19
k_面;kanji;面;surface, face;;めん;おも, おもて;onyomi;;16
k_作;kanji;作;make;;さく, さ;つく.る;onyomi;;5
k_買;kanji;買;buy;;ばい;か;kunyomi;;8
k_馬;kanji;馬;horse;;ば;うま;onyomi;;8
k_飛;kanji;飛;fly;;ひ;と;onyomi;;20
k_負;kanji;負;lose;;ふ;ま.ける, お.う;onyomi;;9
k_研;kanji;研;sharpen;;けん;と;onyomi;;8
k_島;kanji;島;island;;とう;しま;kunyomi;;12
k_絵;kanji;絵;drawing, painting;;え;;onyomi;;8
k_監;kanji;監;oversee;;かん;None;onyomi;;29
k_楽;kanji;楽;comfort, ease, pleasure;;がく, らく;たの.しい;onyomi;;8
k_映;kanji;映;reflect, reflection;;えい;うつ, は;onyomi;;13
k_話;kanji;話;talk, speak;;わ;はな.す, はなし;onyomi;;8
k_数;kanji;数;count, number, amount;;すう;かぞ.える, かず;onyomi;;8
k_詩;kanji;詩;poem;;し;し;onyomi;;13
k_由;kanji;由;reason;;ゆう;よし, よ.る;onyomi;;7
k_所;kanji;所;place;;しょ;ところ;onyomi;;8
k_停;kanji;停;halt;;てい;None;onyomi;;23
k_酒;kanji;酒;alcohol;;しゅ;さけ, さか;onyomi;;10
k_県;kanji;県;prefecture;;けん;;onyomi;;9
k_又;kanji;又;again;;;また;kunyomi;;2
k_依;kanji;依;reliant, dependant;;い;よ.る;onyomi;;36
k_盗;kanji;盗;steal;;とう;ぬす.む;onyomi;;30
k_深;kanji;深;deep;;しん;ふか.*;onyomi;;12
k_重;kanji;重;heavy;;じゅう, ちょう;おも.い, かさ, え;onyomi;;9
k_倍;kanji;倍;double, times, multiply;;ばい;;onyomi;;12
k_温;kanji;温;warm;;おん;あたた.*;onyomi;;12
k_迫;kanji;迫;urge, compel, coerce;;はく;せま.る;onyomi;;27
k_求;kanji;求;request;;きゅう;もと.める;onyomi;;14
k_項;kanji;項;paragraph;;こう;None;onyomi;;39
k_死;kanji;死;death;;し;し.ぬ;onyomi;;6
k_村;kanji;村;village;;そん;むら;kunyomi;;4
k_銀;kanji;銀;silver;;ぎん;;onyomi;;13
k_速;kanji;速;fast;;そく;はや.い;onyomi;;10
k_名;kanji;名;name, famous;;めい, みょう;な;onyomi;;4
k_鹿;kanji;鹿;deer;;ろく;か, しか;kunyomi;;36
k_人;kanji;人;person;;にん, じん;ひと;onyomi;;1
k_夕;kanji;夕;evening;;せき;ゆう;kunyomi;;2
k_羊;kanji;羊;sheep;;よう;ひつじ;onyomi;;6
k_広;kanji;広;wide;;こう;ひろ;kunyomi;;3
k_遺;kanji;遺;leave behind;;い;のこ.す;onyomi;;36
k_分;kanji;分;part, minute, separate;;ぶん, ふん, ぶ;わ.かる, わ.ける;onyomi;;3
k_住;kanji;住;dwelling, reside, dwell;;じゅう;す.む;onyomi;;8
k_主;kanji;主;master;;しゅ;おも, ぬし;onyomi;;4
k_八;kanji;八;eight;;はち;や.*;onyomi;;1
k_低;kanji;低;low;;てい;ひく.い;onyomi;;11
k_途;kanji;途;route;;と;None;onyomi;;27
k_額;kanji;額;amount, framed picture, forehead;;がく;ひたい;onyomi;;24
k_電;kanji;電;electricity;;でん;;onyomi;;8
k_通;kanji;通;pass through;;つう;とお.る, かよ.う;onyomi;;7
k_見;kanji;見;see;;けん;み;kunyomi;;4
k_友;kanji;友;friend;;ゆう;とも;onyomi;;3
k_帝;kanji;帝;sovereign;;てい;みかど;onyomi;;46
k_係;kanji;係;connection;;けい;かか, かかり;onyomi;;16
k_薄;kanji;薄;dilute;;はく;うす.*;onyomi;;40
k_嵐;kanji;嵐;storm;;None;あらし;kunyomi;;44
k_高;kanji;高;tall, expensive, high;;こう;たか.い;onyomi;;7
k_補;kanji;補;supplement;;ほ;おぎな.う;onyomi;;25
k_露;kanji;露;expose, dew;;ろ, ろう;つゆ;onyomi;;43
k_方;kanji;方;direction, way;;ほう;かた;kunyomi;;3
k_池;kanji;池;pond;;ち;いけ;kunyomi;;5
k_月;kanji;月;moon, month;;げつ, がつ;つき;onyomi;;2
k_雅;kanji;雅;elegant;;が;みや.び;onyomi;;40
k_岐;kanji;岐;branch off;;き, ぎ;None;onyomi;;39
k_好;kanji;好;like;;こう;す.き, この.む;onyomi;;11
k_里;kanji;里;home village, home town, hometown;;り;さと;kunyomi;;5
k_前;kanji;前;front, before;;ぜん;まえ;onyomi;;6
k_技;kanji;技;skill;;ぎ;わざ;onyomi;;14
k_長;kanji;長;long, leader;;ちょう;なが.い;onyomi;;6
k_格;kanji;格;status;;かく;None;onyomi;;14
k_接;kanji;接;adjoin;;せつ;つ.ぐ;onyomi;;26
k_尻;kanji;尻;butt;;;しり;kunyomi;;20
k_気;kanji;気;energy, spirit;;き, け;いき;onyomi;;4
k_反;kanji;反;anti;;はん;;onyomi;;8
k_能;kanji;能;ability;;のう;None;onyomi;;14
k_冒;kanji;冒;dare;;ぼう;おか.す;onyomi;;16
k_物;kanji;物;thing;;ぶつ, もつ;もの;kunyomi;;9
k_星;kanji;星;star;;せい;ほし;kunyomi;;6
k_新;kanji;新;new;;しん;あたら.しい, あら.た, にい;onyomi;;9
k_私;kanji;私;i, private;;し;わたし;onyomi;;14
k_使;kanji;使;use;;し;つか.う;onyomi;;9
k_験;kanji;験;test;;けん;ため, ためし;onyomi;;18
k_勝;kanji;勝;win;;しょう;か.つ;onyomi;;9
k_奇;kanji;奇;odd, strange;;き;None;onyomi;;28
k_予;kanji;予;beforehand;;よ;あらかじ;onyomi;;9
k_答;kanji;答;answer, response, reply;;とう;こた;kunyomi;;8
k_軽;kanji;軽;lightweight, light, light weight;;けい;かる, かろ;kunyomi;;10
k_率;kanji;率;percent, percentage;;りつ, そつ;ひき.いる;onyomi;;20
k_骨;kanji;骨;bone;;こつ;ほね;onyomi;;14
k_泳;kanji;泳;swim;;えい;およ;kunyomi;;9
k_遊;kanji;遊;play;;ゆう;あそ;kunyomi;;30
k_遠;kanji;遠;far;;えん;とお;kunyomi;;16
k_具;kanji;具;tool;;ぐ;;onyomi;;9
k_宣;kanji;宣;proclaim;;せん;のたま.う;onyomi;;33
k_持;kanji;持;hold;;じ;も;kunyomi;;9
k_即;kanji;即;instant;;そく;すなわ.ち;onyomi;;43
k_送;kanji;送;send;;そう;おく.る;onyomi;;9
k_粘;kanji;粘;sticky;;ねん;ねば.る;onyomi;;47
k_設;kanji;設;establish;;せつ;もう.ける;onyomi;;21
k_械;kanji;械;contraption;;かい;かせ;onyomi;;20
k_準;kanji;準;standard;;じゅん;None;onyomi;;23
k_麗;kanji;麗;lovely;;れい;うるわ.しい;onyomi;;28
k_報;kanji;報;news, report;;ほう;むく.いる;onyomi;;18
k_築;kanji;築;construct, build;;ちく;きず.く;onyomi;;15
k_館;kanji;館;public building;;かん;;onyomi;;13
k_卒;kanji;卒;graduate;;そつ;None;onyomi;;14
k_業;kanji;業;business;;ぎょう;;onyomi;;10
k_次;kanji;次;next;;じ;つぎ;onyomi;;6
k_服;kanji;服;clothes, clothing;;ふく;;onyomi;;9
k_談;kanji;談;discuss;;だん;;onyomi;;9
k_囲;kanji;囲;surround;;い;かこ.む;onyomi;;14
k_社;kanji;社;company;;しゃ;やしろ;onyomi;;5
k_美;kanji;美;beauty, beautiful;;び;うつく.しい;onyomi;;9
k_底;kanji;底;bottom;;てい;そこ;kunyomi;;17
k_表;kanji;表;express;;ひょう;あらわ.す, おもて;onyomi;;9
k_模;kanji;模;imitation;;も, ぼ;None;onyomi;;25
k_評;kanji;評;evaluate;;ひょう;None;onyomi;;21
k_荒;kanji;荒;wild;;こう;あ, あら;kunyomi;;42
k_未;kanji;未;not yet;;み;ま.だ, いま.だ, ひつじ;onyomi;;7
k_院;kanji;院;institution;;いん;;onyomi;;10
k_飲;kanji;飲;drink;;いん;の;kunyomi;;10
k_顔;kanji;顔;face;;がん;かお;kunyomi;;10
k_習;kanji;習;learn;;しゅう;なら.う;onyomi;;10
k_音;kanji;音;sound;;おん;おと, ね;onyomi;;5
k_聞;kanji;聞;hear;;ぶん, もん;き.く;onyomi;;10
k_頼;kanji;頼;trust;;らい;たの, たよ;onyomi;;36
k_写;kanji;写;copy;;しゃ;うつ.す, うつ.る;onyomi;;4
k_最;kanji;最;most;;さい;もっと;onyomi;;10
k_転;kanji;転;revolve;;てん;ころ.ぶ;onyomi;;10
k_士;kanji;士;samurai;;し;さむらい;onyomi;;13
k_芯;kanji;芯;wick;;しん;None;onyomi;;47
k_育;kanji;育;nurture, raise;;いく;そだ, はぐく.む;onyomi;;11
k_償;kanji;償;reparation;;しょう;つぐな.う;onyomi;;37
k_了;kanji;了;finish, complete, end;;りょう;;onyomi;;2
k_運;kanji;運;carry, luck;;うん;はこ.ぶ;onyomi;;10
k_致;kanji;致;do;;ち;いた.す;onyomi;;38
k_保;kanji;保;preserve, guarantee;;ほ;たも.つ;onyomi;;16
k_列;kanji;列;row;;れつ, れ;None;onyomi;;15
k_望;kanji;望;hope;;ぼう;のぞ.む;onyomi;;14
k_拾;kanji;拾;pick up;;;ひろ;kunyomi;;11
k_注;kanji;注;pour;;ちゅう;そそ.ぐ, さ.す, つ.ぐ;onyomi;;11
k_仲;kanji;仲;relationship;;ちゅう;なか;kunyomi;;11
k_虚;kanji;虚;void;;きょ, こ;むな.しい	;onyomi;;17
k_児;kanji;児;child;;じ;こ;onyomi;;28
k_御;kanji;御;honorable;;ご;お;onyomi;;39
k_特;kanji;特;special;;とく;;onyomi;;11
k_酎;kanji;酎;sake;;ちゅう, ちゅ;かも.す;onyomi;;41
k_努;kanji;努;toil;;ど;つと.める;onyomi;;11
k_吉;kanji;吉;good luck;;きつ, きち;よし;onyomi;;44
k_超;kanji;超;ultra, super;;ちょう;こ.*;onyomi;;36
k_師;kanji;師;teacher, expert, master;;し;None;onyomi;;23
k_弓;kanji;弓;bow;;きゅう;ゆみ;onyomi;;18
k_訓;kanji;訓;instruction;;くん;よ.む;onyomi;;18
k_退;kanji;退;retreat, reject;;たい;しりぞ.く, ひ, ど, の;onyomi;;27
k_約;kanji;約;promise;;やく;None;onyomi;;14
k_基;kanji;基;foundation;;き;もと;onyomi;;14
k_波;kanji;波;wave;;は;なみ;onyomi;;11
k_会;kanji;会;meet;;かい;あ.う;onyomi;;5
k_移;kanji;移;shift;;い;うつ.*;onyomi;;28
k_欠;kanji;欠;lack;;けつ;か.ける;onyomi;;7
k_危;kanji;危;dangerous;;き;あぶ.ない, あや;onyomi;;16
k_出;kanji;出;exit;;しゅつ;で.る, だ.す;onyomi;;2
k_代;kanji;代;substitute, replacement, period, age;;だい;か, かわ.る, しろ;onyomi;;4
k_鉄;kanji;鉄;iron;;てつ;;onyomi;;10
k_路;kanji;路;road;;ろ;じ, みち;onyomi;;10
k_鼻;kanji;鼻;nose;;び;はな;kunyomi;;17
k_番;kanji;番;number in a series, turn, ordinal number;;ばん;;onyomi;;8
k_任;kanji;任;duty;;にん;まか.せる;onyomi;;21
k_北;kanji;北;north;;ほく;きた;onyomi;;3
k_庭;kanji;庭;garden;;てい;にわ;onyomi;;12
k_術;kanji;術;art;;じゅつ;None;onyomi;;14
k_決;kanji;決;decide, decision;;けつ;き.める;onyomi;;8
k_売;kanji;売;sell;;ばい;う;kunyomi;;5
k_一;kanji;一;one;;いち;ひと.*;onyomi;;1
k_課;kanji;課;section;;か;;onyomi;;13
k_有;kanji;有;have;;ゆう, う;あ.る;onyomi;;6
k_然;kanji;然;nature;;ぜん, ねん;しか, さ;onyomi;;13
k_仕;kanji;仕;doing, do;;し;つか.える;onyomi;;4
k_機;kanji;機;machine;;き;はた;onyomi;;20
k_錬;kanji;錬;tempering;;れん;ね;onyomi;;46
k_動;kanji;動;move;;どう;うご.*;onyomi;;12
k_参;kanji;参;participate;;さん;まい.る;onyomi;;14
k_息;kanji;息;breath;;そく;いき;onyomi;;12
k_根;kanji;根;root;;こん;ね;onyomi;;12
k_商;kanji;商;merchandise;;しょう;あきな.い;onyomi;;12
k_供;kanji;供;servant, companion;;きょう;とも, そな.える;onyomi;;24
k_姉;kanji;姉;older sister, big sister, elder sister;;し;お.ねえ, あね, ねえ;onyomi;;6
k_堅;kanji;堅;solid;;けん;かた;kunyomi;;42
k_童;kanji;童;juvenile;;どう;;onyomi;;12
k_悲;kanji;悲;sad;;ひ;かな;kunyomi;;12
k_笑;kanji;笑;laugh;;しょう;わら, え;kunyomi;;16
k_俺;kanji;俺;i, me;;None;おれ;kunyomi;;44
k_齢;kanji;齢;age;;れい;よわい;onyomi;;38
k_植;kanji;植;plant;;しょく;う.*;onyomi;;12
k_賞;kanji;賞;prize;;しょう;;onyomi;;13
k_棟;kanji;棟;pillar;;とう;None;onyomi;;46
k_尼;kanji;尼;nun;;に;あま;onyomi;;49
k_期;kanji;期;period of time, time period;;き;;onyomi;;12
k_喪;kanji;喪;mourning;;そう;も;onyomi;;42
k_鏡;kanji;鏡;mirror;;きょう;かがみ;kunyomi;;13
k_秋;kanji;秋;autumn, fall;;None;あき;kunyomi;;15
k_塊;kanji;塊;lump;;かい;かたまり;kunyomi;;45
k_席;kanji;席;seat;;せき;None;onyomi;;17
k_岩;kanji;岩;boulder;;がん;いわ;kunyomi;;15
k_六;kanji;六;six;;ろく;む.つ;onyomi;;2
k_帰;kanji;帰;return, return home;;き;かえ;kunyomi;;15
k_返;kanji;返;return;;へん;かえ.る, かえ.す;onyomi;;9
k_塩;kanji;塩;salt;;えん;しお;kunyomi;;17
k_貝;kanji;貝;shellfish, shell, clam;;;かい;kunyomi;;4
k_問;kanji;問;problem;;もん;と, とん;onyomi;;13
k_氏;kanji;氏;family name, last name, surname;;し;うじ;onyomi;;7
k_昼;kanji;昼;noon;;None;ひる;kunyomi;;15
k_甲;kanji;甲;turtle shell, a;;こう, かん;か;kunyomi;;39
k_様;kanji;様;formal name title, formal name ender, manner;;よう;さま;kunyomi;;13
k_射;kanji;射;shoot;;しゃ;い.る, さ.す, う.つ;onyomi;;34
k_綱;kanji;綱;cable;;こう;つな;kunyomi;;42
k_想;kanji;想;concept;;そう;;onyomi;;13
k_寄;kanji;寄;approach;;き;よ.る;onyomi;;29
k_無;kanji;無;nothing;;む, ぶ;な.い;onyomi;;17
k_結;kanji;結;bind, tie;;けつ;むす.ぶ;onyomi;;17
k_果;kanji;果;fruit;;か;くだ, は.たして;onyomi;;17
k_億;kanji;億;hundred million;;おく;;onyomi;;13
k_葉;kanji;葉;leaf, leaves;;;は, ば;kunyomi;;10
k_唇;kanji;唇;lips;;しん;くちびる;kunyomi;;47
k_打;kanji;打;hit;;だ;う, ぶ;kunyomi;;4
k_僚;kanji;僚;colleague;;りょう;None;onyomi;;29
k_痛;kanji;痛;pain;;つう;いた.い;onyomi;;27
k_王;kanji;王;king;;おう;;onyomi;;2
k_石;kanji;石;stone;;せき;いし;kunyomi;;2
k_犬;kanji;犬;dog;;けん;いぬ;kunyomi;;2
k_天;kanji;天;heaven;;てん;あま;onyomi;;2
k_建;kanji;建;build;;けん;た.*;onyomi;;15
k_礼;kanji;礼;thanks;;れい;;onyomi;;4
k_申;kanji;申;say humbly, say, humbly say;;しん;もう;kunyomi;;4
k_界;kanji;界;world;;かい;;onyomi;;9
k_診;kanji;診;diagnose;;しん;み.る;onyomi;;29
k_脅;kanji;脅;threaten;;きょう;おど, おびや.かす;onyomi;;48
k_振;kanji;振;shake, wave;;しん;ふ.る;onyomi;;26
k_飼;kanji;飼;domesticate;;し;か;kunyomi;;32
k_雄;kanji;雄;male, brave;;ゆう;おす;onyomi;;29
k_麦;kanji;麦;wheat;;ばく;むぎ;kunyomi;;5
k_勉;kanji;勉;exertion;;べん;;onyomi;;12
k_角;kanji;角;angle, corner;;かく;かど;onyomi;;5
k_労;kanji;労;labor, labour;;ろう;いたわ.る;onyomi;;11
k_医;kanji;医;medicine;;い;;onyomi;;8
k_発;kanji;発;departure;;はつ;;onyomi;;9
k_戻;kanji;戻;return;;れい;もど;kunyomi;;37
k_熱;kanji;熱;heat, fever;;ねつ;あつ.い;onyomi;;13
k_客;kanji;客;guest;;きゃく;;onyomi;;9
k_漢;kanji;漢;chinese, china;;かん;;onyomi;;10
k_坂;kanji;坂;slope;;はん;さか;kunyomi;;15
